ALAND,AWATER,DIVISION,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAME,REGION,STATEFP,STATENS,STUSPS,area,boundary,X,Y,ID_GEOFLA,pre15002AverageCalories00count,pre15002AverageCalories00gini,pre15002AverageCalories00majority,pre15002AverageCalories00max,pre15002AverageCalories00mean,pre15002AverageCalories00median,pre15002AverageCalories00min,pre15002AverageCalories00std,pre15002AverageCalories00sum
3.76963849026e+11,3867840830.0,8,A,30,+47.0511771,-109.6348174,00,G4000,Montana,4,30,00767982,MT,380830.691587,3735.29635484,-12204972.6614,4644128.48396,46,4807,0.157818636493,0.0,2734.97290039,1491.28076659,1524.03808594,0.0,435.865179147,7168586.64502
2.11752875517e+11,1346704962.0,4,A,20,+38.4985464,-098.3834298,00,G4000,Kansas,2,20,00481813,KS,213099.501319,2240.87414276,-10951540.3381,3948089.34831,47,2754,0.209576827269,2666.46459961,7078.67236328,4586.29992401,4295.02441406,1450.00402832,1682.45997029,12630669.9907
92790411854.0,1535839439.0,3,A,18,+39.9030256,-086.2839503,00,G4000,Indiana,2,18,00448508,IN,94326.2949736,1683.62940236,-9605146.235,4070908.90887,48,1268,0.0307159857056,7043.62890625,7516.00585938,6627.46702677,6616.21899414,5810.73242188,358.311446124,8403628.18994
8867837128.0,4923436762.0,0,A,72,+18.2176480,-066.4107992,00,G4000,Puerto Rico,9,72,01779808,PR,13791.2789931,813.664268796,-7393250.85942,1981265.16937,49,148,0.0309792616556,5612.38916016,6222.31835938,5579.01510373,5594.95654297,4900.50195312,303.535441479,825694.235352
1.9634887687e+11,3379900654.0,4,A,46,+44.4467957,-100.2381762,00,G4000,South Dakota,2,46,01785534,SD,199728.979568,2446.32694034,-11157408.7689,4443755.76501,50,2607,0.140163566043,4049.734375,6241.29150391,3844.44136195,3667.14990234,1860.60400391,940.45383282,10022458.6306
20203936287.0,7131805598.0,1,A,25,+42.1565196,-071.4895915,00,G4000,Massachusetts,1,25,00606926,MA,27335.7398492,1235.77434574,-7959432.76198,4260654.6175,51,346,0.0664674097112,6238.68896484,7275.95605469,6079.85496847,6343.53100586,2467.48999023,826.176023883,2103629.81909
1.02283343474e+11,8504608966.0,5,A,51,+37.5222512,-078.6681938,00,G4000,Virginia,3,51,01779803,VA,110786.581523,2588.20793102,-8757613.26377,3863310.87027,52,1456,0.0277995073018,6592.98144531,7416.15673828,6947.50552636,7034.09301758,4852.39453125,362.161835153,10115568.0464
158350578.0,18633500.0,5,A,11,+38.9041031,-077.0172290,00,G4000,District of Columbia,3,11,01702382,DC,176.984095575,69.0833494035,-8573413.29016,3985849.33382,53,7,0.00999486560259,6555.01123047,6932.91113281,6777.0984933,6771.65039062,6555.01123047,121.362392177,47439.6894531
1.44668594415e+11,1076856589.0,4,A,19,+42.0700243,-093.4933473,00,G4000,Iowa,2,19,01779785,IA,145745.455649,2164.17851482,-10408152.9215,4252603.65208,54,1878,0.0287005139758,6840.39453125,7588.09033203,6566.70122518,6550.97241211,5038.95458984,335.926852673,12332264.9009
2.94205282243e+11,1027790845.0,8,A,04,+34.2039355,-111.6063565,00,G4000,Arizona,4,04,01779777,AZ,295234.202593,2463.56688168,-12430201.5001,3570772.17544,55,3775,0.528771660687,0.0,2294.35424805,682.172717552,716.953369141,0.0,654.297740396,2575202.00876
