ALAND,AWATER,DIVISION,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAME,REGION,STATEFP,STATENS,STUSPS,area,boundary,X,Y,ID_GEOFLA,pre15002AverageCaloriescount,pre15002AverageCaloriesgini,pre15002AverageCaloriesmajority,pre15002AverageCaloriesmax,pre15002AverageCaloriesmean,pre15002AverageCaloriesmedian,pre15002AverageCaloriesmin,pre15002AverageCaloriesstd,pre15002AverageCaloriessum
12542396439.0,1814978794.0,1,A,09,+41.5797777,-072.7466665,00,G4000,Connecticut,1,09,01779780,CT,14357.7110427,584.88512141,-8097245.15673,4212352.98936,10,195,0.0350123394771,3060.7668457,3403.08935547,3001.40679149,3024.17529297,1845.53137207,203.954447779,585274.324341
5047093738.0,1398754502.0,5,A,10,+38.9985380,-075.4416616,00,G4000,Delaware,3,10,01779781,DE,6445.84191706,399.848001557,-8399273.06795,3993403.78312,11,100,0.0225079239897,3646.00683594,4244.91210938,3988.85677002,4052.43212891,3514.95727539,171.01756063,398885.677002
3.14161410324e+11,755712514.0,8,A,35,+34.4346843,-106.1316181,00,G4000,New Mexico,4,35,00897535,NM,314917.908855,2416.1784229,-11812158.0074,3582772.70957,12,4055,0.497089291176,0.0,1281.85668945,432.508928445,352.860656738,0.0,380.200490841,1753823.70485
4.03483823181e+11,20483271881.0,9,A,06,+37.1551773,-119.5434183,00,G4000,California,4,06,01779778,CA,423967.004819,4357.51916754,-13313380.5929,3826441.24884,13,5313,0.529120866563,0.0,1817.05737305,432.804093424,323.463348389,0.0,421.214338654,2299488.14836
19048769408.0,3542752545.0,2,A,34,+40.1072744,-074.6652012,00,G4000,New Jersey,1,34,01779795,NJ,22591.5406716,849.43031427,-8310757.82828,4088510.84163,14,308,0.0451723583364,2899.13671875,4015.91137695,3422.97603538,3457.74597168,2699.27001953,275.548872595,1054276.6189
1.40269495483e+11,29365430262.0,3,A,55,+44.6309071,-089.7093916,00,G4000,Wisconsin,2,55,01779806,WI,169635.014088,2338.84018924,-9987740.51312,4458706.40452,15,1954,0.137322163021,2973.50390625,3366.35742188,2490.30860093,2849.60571289,809.156677246,675.092654273,4866063.00623
2.48608666869e+11,6190902750.0,9,A,41,+43.9717125,-120.6229578,00,G4000,Oregon,4,41,01155107,OR,254799.96734,2630.23208657,-13426031.2834,4403115.08289,16,3233,0.551224782252,0.0,2043.40197754,348.278931651,232.449996948,0.0,404.7421989,1125985.78603
1.98972282955e+11,1356441861.0,4,A,31,+41.5433014,-099.8118616,00,G4000,Nebraska,2,31,01779792,NE,200328.990394,2540.38865171,-11110019.9755,4207174.53358,17,2629,0.198698881011,2216.18261719,3956.92138672,2272.62870791,2253.89208984,806.83001709,789.365206442,5974740.87311
1.15884023072e+11,3396010541.0,2,A,42,+40.9024957,-077.8334514,00,G4000,Pennsylvania,1,42,01779798,PA,119279.928592,1847.96553455,-8664883.14321,4154892.42564,18,1569,0.0647999024819,3245.55615234,3754.33862305,2936.98429821,2916.51342773,1554.26330566,348.484398732,4608128.36389
1.72120795268e+11,12540315747.0,9,A,53,+47.4073238,-120.5757999,00,G4000,Washington,4,53,01779804,WA,184660.768653,2340.38287479,-13424451.8509,4674015.41293,19,2314,0.496898759835,0.0,2009.76806641,483.58801185,413.613998413,0.0,448.776166076,1119022.65942
1.11901043977e+11,23750204105.0,7,A,22,+30.8634368,-091.7987173,00,G4000,Louisiana,3,22,01629543,LA,135651.297304,2764.05822391,-10219838.9366,3256359.59927,20,1712,0.0242200358666,4357.87841797,4642.81884766,4287.38999711,4263.79516602,3951.14453125,181.027575114,7340011.67505
1.48963503399e+11,4947080103.0,5,A,13,+32.6295789,-083.4235109,00,G4000,Georgia,3,13,01705317,GA,153910.561891,2188.99848016,-9286478.63026,3419188.56611,21,2000,0.0388616131187,4661.078125,4929.48046875,4572.87450708,4702.91381836,3223.44726562,360.381972606,9145749.01416
1.31172403111e+11,4594951242.0,6,A,01,+32.7396323,-086.8434593,00,G4000,Alabama,3,01,01779775,AL,135767.386503,1767.12524582,-9667618.06552,3430114.07715,22,1760,0.0313146588307,3893.41821289,4676.06787109,4118.54214089,4098.34936523,3557.9140625,227.395421445,7248634.16797
2.12883424892e+11,7000211755.0,8,A,49,+39.3349925,-111.6563326,00,G4000,Utah,4,49,01455989,UT,219883.797187,1971.56580125,-12431516.1209,4018585.06351,23,2856,0.633094332729,0.0,1116.08666992,148.85887708,73.1296691895,0.0,203.501062932,425140.95294
1.05831263791e+11,10266413579.0,3,A,39,+40.4149297,-082.7119975,00,G4000,Ohio,2,39,01085497,OH,116097.521096,1627.34831897,-9207579.59242,4113647.6726,24,1418,0.0368539559284,2928.51953125,3849.21875,3188.50307776,3135.38208008,2862.06665039,213.830189873,4521297.36426
6.7660188707e+11,19059877230.0,7,A,48,+31.4347032,-099.2818238,00,G4000,Texas,3,48,01779801,TX,695661.705491,5864.63612843,-11054268.2333,3302051.74296,25,8840,0.341901446979,0.0,5088.50195312,2294.52946198,1973.74334717,0.0,1384.26424138,20283640.4439
2.68426928342e+11,1176085119.0,8,A,08,+38.9938673,-105.5083188,00,G4000,Colorado,4,08,01779779,CO,269601.915669,2251.97431588,-11749523.8931,3991553.27662,26,3520,0.543884390504,0.0,1450.3894043,397.976666266,329.910339355,0.0,394.829611827,1400877.86526
77857913931.0,5074749305.0,5,A,45,+33.8741769,-080.8542699,00,G4000,South Carolina,3,45,01779799,SC,82932.6992126,1629.42132606,-9001458.05543,3535579.2733,27,1082,0.0256987829555,4655.69628906,4896.81396484,4633.29675406,4695.42285156,3115.15332031,262.663042575,5013227.08789
1.7766295136e+11,3374301679.0,7,A,40,+35.5900512,-097.4868150,00,G4000,Oklahoma,3,40,01102857,OK,181037.551842,2864.30704413,-10853772.7789,3690713.54557,28,2389,0.185525819625,3048.50390625,4427.80126953,3002.543332,3349.89624023,942.070007324,985.899775457,7173076.02014
1.06800130794e+11,2352882756.0,6,A,47,+35.8585639,-086.3493573,00,G4000,Tennessee,3,47,01325873,TN,109153.25966,2436.39565629,-9612100.99128,3715148.71271,29,1481,0.0244082280928,3908.95214844,4184.44335938,3801.94222324,3826.08544922,2548.27148438,190.109473372,5630676.43262
2.51471960305e+11,1862600347.0,8,A,56,+42.9918024,-107.5419255,00,G4000,Wyoming,4,56,01779807,WY,253334.1144,2209.264988,-11972570.2671,4327112.12022,30,3229,0.588289890813,0.0,1528.76269531,283.235160733,136.165328979,0.0,322.245583429,914566.334005
16634306891.0,11777540015.0,9,A,15,+19.8281713,-155.4950401,00,G4000,Hawaii,4,15,01779782,HI,28411.8143213,2293.7542224,-17592813.9339,2266810.73494,31,304,0.185418875113,4008.93798828,4450.06201172,2917.24943522,2823.94641113,148.558654785,951.503047408,886843.828308
1.7870878744e+11,4398990288.0,4,A,38,+47.4421698,-100.4608163,00,G4000,North Dakota,2,38,01779797,ND,183107.753355,2598.84495575,-11184006.3563,4676648.95557,32,2335,0.0970928805084,1447.77331543,2389.64868164,1589.85578488,1586.04272461,713.829345703,282.382024938,3712313.25769
1.02262419204e+11,2393338940.0,6,A,21,+37.5336844,-085.2929801,00,G4000,Kentucky,3,21,01779786,KY,104655.716475,2387.64973482,-9495120.42995,3864897.57247,33,1440,0.0181599055099,4010.54663086,4165.59716797,3868.51482917,3872.12316895,3187.37084961,129.377124388,5570661.354
348078633.0,1550282944.0,0,A,78,+18.3267485,-064.9712501,00,G4000,United States Virgin Islands,9,78,01802710,VI,1898.25676264,284.815599137,-7217833.40231,1964811.63897,34,22,0.0482203291625,3384.48608398,4159.86865234,3758.57806951,3744.03637695,3383.65209961,347.483057873,82688.7175293
472233661.0,4644349190.0,0,A,69,+14.9367835,+145.6010210,00,G4000,Commonwealth of the Northern Mariana Islands,9,69,01779809,MP,5116.54370359,915.150950551,16207713.7035,1830396.63492,35,33,0.374138397222,2675.51342773,2675.81005859,1523.10946563,556.133361816,317.600006104,1111.99995556,50262.6123657
543397709.0,934511639.0,0,A,66,+13.4382961,+144.7729496,00,G4000,Guam,9,66,01802705,GU,1477.8934092,173.411907553,16115657.6723,1473168.16521,36,16,0.00213984320128,2693.16992188,2706.47314453,2690.87828064,2693.16992188,2660.64990234,10.9002978641,43054.0524902
79885244456.0,11749091526.0,1,A,23,+45.4092789,-068.6665979,00,G4000,Maine,1,23,01779787,ME,91634.0174506,1824.44875692,-7704222.30385,4509366.95851,37,1167,0.31048582438,2148.9621582,2832.15673828,1364.29678241,909.248046875,73.5093307495,760.911652301,1592134.34508
1.22054577774e+11,19242052501.0,2,A,36,+42.9133974,-075.5962723,00,G4000,New York,1,36,01779796,NY,141296.440791,2666.09194497,-8415277.28034,4321414.63824,38,1735,0.150566475419,3301.19018555,3666.02270508,2391.79033831,2653.67480469,82.8520050049,691.960918471,4149756.23697
2.84331571298e+11,2049092975.0,8,A,32,+39.3310928,-116.6151469,00,G4000,Nevada,4,32,01779793,NV,286380.709679,2356.06622936,-12984708.5784,4019862.68482,39,3687,0.571545413879,0.0,430.617340088,64.8935119509,46.3026657104,0.0,73.2400592779,239262.378563
1.47784935955e+12,2.45487700921e+11,9,A,02,+63.3461909,-152.8370690,00,G4000,Alaska,4,02,01785533,AK,1723339.64625,25016.5236703,-16815874.5256,5654961.05792,40,20147,0.948892062879,0.0,226.042663574,3.45231098797,0.0,0.0,14.1094823374,69553.7094746
198019968.0,1306931137.0,0,A,60,-14.2661172,-170.6646022,00,G4000,American Samoa,9,60,01802701,AS,1505.00310624,314.288732187,-18933325.9489,-1528836.16603,41,15,0.00337906760344,2401.2800293,2413.4831543,2398.53286133,2401.2800293,2358.26660156,16.9417091256,35977.9929199
1.4645531695e+11,1.04031344385e+11,3,A,26,+44.8441757,-085.6604930,00,G4000,Michigan,2,26,01779789,MI,250485.671823,2883.31306393,-9539830.84527,4473794.68006,42,2113,0.222420691545,2119.40869141,3322.32470703,2121.17033489,2384.80273438,358.548675537,854.930523633,4482032.91763
1.34771603434e+11,2960200961.0,7,A,05,+34.8955256,-092.4446262,00,G4000,Arkansas,3,05,00068085,AR,137731.734141,2301.52048904,-10290489.1871,3628512.85471,43,1805,0.0318806272877,4492.5859375,4650.80371094,4175.14743132,4143.05419922,3777.12060547,233.94681976,7536141.11353
1.21531899917e+11,3928587545.0,6,A,28,+32.6864714,-089.6561377,00,G4000,Mississippi,3,28,01779790,MS,125460.454218,2430.51060453,-9980268.36131,3425787.85844,44,1651,0.0261731315515,4022.62670898,4435.15136719,4041.92367493,4043.85083008,3684.56591797,185.392990348,6673215.9873
1.78039995643e+11,2500220114.0,4,A,29,+38.3507500,-092.4567826,00,G4000,Missouri,2,29,01779791,MO,180540.23489,2567.38599832,-10293469.3835,3936617.60586,45,2399,0.0171229770679,4081.98754883,4218.28417969,3953.45136829,3959.98266602,3573.22070312,118.567668836,9484329.83252
3.76963849026e+11,3867840830.0,8,A,30,+47.0511771,-109.6348174,00,G4000,Montana,4,30,00767982,MT,380830.691587,3735.29635484,-12204972.6614,4644128.48396,46,4807,0.31615346356,0.0,1276.32067871,510.084173227,481.072021484,0.0,284.594881524,2451974.6207
2.11752875517e+11,1346704962.0,4,A,20,+38.4985464,-098.3834298,00,G4000,Kansas,2,20,00481813,KS,213099.501319,2240.87414276,-10951540.3381,3948089.34831,47,2754,0.21155798433,2042.09667969,4247.20361328,2745.29958406,2577.01464844,896.3046875,1015.95258264,7560555.0545
92790411854.0,1535839439.0,3,A,18,+39.9030256,-086.2839503,00,G4000,Indiana,2,18,00448508,IN,94326.2949736,1683.62940236,-9605146.235,4070908.90887,48,1268,0.0470299087893,3241.81542969,4165.59716797,3576.95469478,3540.94873047,3042.42407227,292.10280041,4535578.55298
8867837128.0,4923436762.0,0,A,72,+18.2176480,-066.4107992,00,G4000,Puerto Rico,9,72,01779808,PR,13791.2789931,813.664268796,-7393250.85942,1981265.16937,49,148,0.0301853986483,4115.75195312,4326.86425781,4010.47957632,4060.43444824,3267.00146484,225.646585349,593550.977295
1.9634887687e+11,3379900654.0,4,A,46,+44.4467957,-100.2381762,00,G4000,South Dakota,2,46,01785534,SD,199728.979568,2446.32694034,-11157408.7689,4443755.76501,50,2607,0.142435597157,2318.26416016,3252.90209961,1798.51121436,1711.33666992,620.20135498,448.647847081,4688718.73584
20203936287.0,7131805598.0,1,A,25,+42.1565196,-071.4895915,00,G4000,Massachusetts,1,25,00606926,MA,27335.7398492,1235.77434574,-7959432.76198,4260654.6175,51,346,0.0684007682868,2911.38818359,3395.44604492,2832.0591099,2960.31445312,822.496704102,408.51296731,979892.452026
1.02283343474e+11,8504608966.0,5,A,51,+37.5222512,-078.6681938,00,G4000,Virginia,3,51,01779803,VA,110786.581523,2588.20793102,-8757613.26377,3863310.87027,52,1456,0.068205799152,3304.9375,4449.69433594,3929.92287688,4178.57543945,2264.45068359,500.54667118,5721967.70874
158350578.0,18633500.0,5,A,11,+38.9041031,-077.0172290,00,G4000,District of Columbia,3,11,01702382,DC,176.984095575,69.0833494035,-8573413.29016,3985849.33382,53,7,0.0099948553785,3933.00683594,4159.74658203,4066.25906808,4062.98999023,3933.00683594,72.817366189,28463.8134766
1.44668594415e+11,1076856589.0,4,A,19,+42.0700243,-093.4933473,00,G4000,Iowa,2,19,01779785,IA,145745.455649,2164.17851482,-10408152.9215,4252603.65208,54,1878,0.0542658447257,3741.35864258,3935.99291992,3367.23466841,3271.01806641,2611.29077148,320.218558005,6323666.70728
2.94205282243e+11,1027790845.0,8,A,04,+34.2039355,-111.6063565,00,G4000,Arizona,4,04,01779777,AZ,295234.202593,2463.56688168,-12430201.5001,3570772.17544,55,3775,0.652336754138,0.0,1486.71606445,270.070320202,128.576660156,0.0,342.083546382,1019515.45876
